"","Frag.ID","Timepoint","Date","Treatment","Temperature","T.T","Weight","Temp","Salinity","sw_dens","skel_dens","dry_weight.g"
"427","M-8-6",3,"10/6/2023","I","AMB","I-AMB",11.255,27.1,52.9,1.0362426538962,2.93,17.4136090179911
"428","M-8-7",3,"10/6/2023","I","AMB","I-AMB",12.798,27.1,52.9,1.0362426538962,2.93,19.8009212094402
"429","M-9-1",3,"10/6/2023","C","AMB","C-AMB",9.764,24.3,53.3,1.03747832037984,2.93,15.1166141492984
"430","M-9-10",3,"10/6/2023","I","HEAT","I-HEAT",8.298,25.7,53.2,1.03694341764527,2.93,12.8433245084294
"431","M-9-11",3,"10/6/2023","G","AMB","G-AMB",7.781,24.3,53.3,1.03747832037984,2.93,12.0465357123812
"432","M-9-12",3,"10/6/2023","G","AMB","G-AMB",9.854,24.3,53.3,1.03747832037984,2.93,15.2559520511252
"433","M-9-15",3,"10/6/2023","G","HEAT","G-HEAT",7.503,26.3,53,1.03659014176752,2.93,11.6106874084421
"434","M-9-16",3,"10/6/2023","E","AMB","E-AMB",10.155,27.1,52.9,1.0362426538962,2.93,15.7117014284939
"435","M-9-17",3,"10/6/2023","E","AMB","E-AMB",10.545,27.1,52.9,1.0362426538962,2.93,16.3151050284066
"436","M-9-2",3,"10/6/2023","C","AMB","C-AMB",9.457,24.3,53.3,1.03747832037984,2.93,14.6413170841781
"437","M-9-20",3,"10/6/2023","E","HEAT","E-HEAT",10.939,25.7,53.2,1.03694341764527,2.93,16.9309624967111
"438","M-9-22",3,"10/6/2023","C","HEAT","C-HEAT",10.631,26.3,53,1.03659014176752,2.93,16.4511819057908
"439","M-9-23",3,"10/6/2023","I","HEAT","I-HEAT",9.947,25.7,53.2,1.03694341764527,2.93,15.3955831387499
"440","M-9-24",3,"10/6/2023","G","HEAT","G-HEAT",11.17,26.3,53,1.03659014176752,2.93,17.2852696724375
"441","M-9-25",3,"10/6/2023","E","HEAT","E-HEAT",11.514,25.7,53.2,1.03694341764527,2.93,17.8209253302068
"442","M-9-5",3,"10/6/2023","C","HEAT","C-HEAT",10.378,26.3,53,1.03659014176752,2.93,16.0596713214464
"443","M-9-6",3,"10/6/2023","I","AMB","I-AMB",11.592,27.1,52.9,1.0362426538962,2.93,17.9350116158643
"444","M-9-7",3,"10/6/2023","I","AMB","I-AMB",9.174,27.1,52.9,1.0362426538962,2.93,14.1939092964061
"445","plug 1",3,"10/6/2023","PLUG",NA,"PLUG-NA",5.835,26,53.1,1.03676705639105,2.93,9.03034677149126
"446","plug 10",3,"10/6/2023","PLUG",NA,"PLUG-NA",6.079,26,53.1,1.03676705639105,2.93,9.4079653854148
"447","plug 2",3,"10/6/2023","PLUG",NA,"PLUG-NA",6.026,26,53.1,1.03676705639105,2.93,9.32594167009534
"448","plug 3",3,"10/6/2023","PLUG",NA,"PLUG-NA",5.795,26,53.1,1.03676705639105,2.93,8.96844208068412
"449","plug 4",3,"10/6/2023","PLUG",NA,"PLUG-NA",5.986,26,53.1,1.03676705639105,2.93,9.2640369792882
"450","plug 5",3,"10/6/2023","PLUG",NA,"PLUG-NA",5.945,26,53.1,1.03676705639105,2.93,9.20058467121089
"451","plug 6",3,"10/6/2023","PLUG",NA,"PLUG-NA",5.505,26,53.1,1.03676705639105,2.93,8.51963307233237
"452","plug 7",3,"10/6/2023","PLUG",NA,"PLUG-NA",5.839,26,53.1,1.03676705639105,2.93,9.03653724057197
"453","plug 8",3,"10/6/2023","PLUG",NA,"PLUG-NA",6.228,26,53.1,1.03676705639105,2.93,9.63856035867139
"454","plug 9",3,"10/6/2023","PLUG",NA,"PLUG-NA",6.338,26,53.1,1.03676705639105,2.93,9.80879825839102
"455","std 1",0,"7/20/2023","STD.1",NA,"STD.1-NA",16.069,26.4,53.1,1.03663275902499,2.71,26.0235702801417
"456","std 1",0,"7/20/2023","STD.2",NA,"STD.2-NA",16.056,25.8,53,1.03675742541763,2.71,26.0044542620249
"457","std 2",0,"7/20/2023","STD.1",NA,"STD.1-NA",16.075,26.4,53.1,1.03663275902499,2.71,26.0332872147164
"458","std 2",0,"7/20/2023","STD.2",NA,"STD.2-NA",16.074,25.8,53,1.03675742541763,2.71,26.033607237655
"459","std 3",0,"7/20/2023","STD.1",NA,"STD.1-NA",16.087,26.4,53.1,1.03663275902499,2.71,26.0527210838658
"460","std 3",0,"7/20/2023","STD.2",NA,"STD.2-NA",16.081,25.8,53,1.03675742541763,2.71,26.0449445059556
"461","std 1",2,"9/14/2023","STD.1",NA,"STD.1-NA",16.067,26.5,53.2,1.03667528730882,2.71,26.0209926201191
"462","std 1",2,"9/14/2023","STD.2",NA,"STD.2-NA",16.074,25.6,53.2,1.03697661752364,2.71,26.037018045452
"463","std 2",2,"9/14/2023","STD.1",NA,"STD.1-NA",16.081,26.5,53.2,1.03667528730882,2.71,26.0436660437004
"464","std 2",2,"9/14/2023","STD.2",NA,"STD.2-NA",16.076,25.6,53.2,1.03697661752364,2.71,26.0402576893546
"465","std 3",2,"9/14/2023","STD.1",NA,"STD.1-NA",16.089,26.5,53.2,1.03667528730882,2.71,26.0566222857469
"466","std 3",2,"9/14/2023","STD.2",NA,"STD.2-NA",16.086,25.6,53.2,1.03697661752364,2.71,26.0564559088678
"467","std 1",3,"10/6/2023","STD.1",NA,"STD.1-NA",9.836,27.1,52.9,1.0362426538962,2.71,15.9255820815659
"468","std 1",3,"10/6/2023","STD.2",NA,"STD.2-NA",9.896,26,53.1,1.03676705639105,2.71,16.0277504112228
"469","std 2",3,"10/6/2023","STD.1",NA,"STD.1-NA",9.748,27.1,52.9,1.0362426538962,2.71,15.7831002573307
"470","std 2",3,"10/6/2023","STD.2",NA,"STD.2-NA",9.786,26,53.1,1.03676705639105,2.71,15.8495923124724
"471","std 3",3,"10/6/2023","STD.1",NA,"STD.1-NA",9.809,27.1,52.9,1.0362426538962,2.71,15.8818660673119
"472","std 3",3,"10/6/2023","STD.2",NA,"STD.2-NA",9.87,26,53.1,1.03676705639105,2.71,15.9856403151546
