Date,Time,TANK,LIGHT (PAR)
9/4/2023,20:15,PCOM HEAT,0
9/4/2023,20:30,PCOM HEAT,0
9/4/2023,20:45,PCOM HEAT,0
9/4/2023,21:00,PCOM HEAT,0
9/4/2023,21:15,PCOM HEAT,0
9/4/2023,21:30,PCOM HEAT,0
9/4/2023,21:45,PCOM HEAT,0
9/4/2023,22:00,PCOM HEAT,0
9/4/2023,22:15,PCOM HEAT,0
9/4/2023,22:30,PCOM HEAT,0
9/4/2023,22:45,PCOM HEAT,0
9/4/2023,23:00,PCOM HEAT,0
9/4/2023,23:15,PCOM HEAT,0
9/4/2023,23:30,PCOM HEAT,0
9/4/2023,23:45,PCOM HEAT,0
9/5/2023,0:00,PCOM HEAT,0
9/5/2023,0:15,PCOM HEAT,0
9/5/2023,0:30,PCOM HEAT,0
9/5/2023,0:45,PCOM HEAT,0
9/5/2023,1:00,PCOM HEAT,0
9/5/2023,1:15,PCOM HEAT,0
9/5/2023,1:30,PCOM HEAT,0
9/5/2023,1:45,PCOM HEAT,0
9/5/2023,2:00,PCOM HEAT,0
9/5/2023,2:15,PCOM HEAT,0
9/5/2023,2:30,PCOM HEAT,0
9/5/2023,2:45,PCOM HEAT,0
9/5/2023,3:00,PCOM HEAT,0
9/5/2023,3:15,PCOM HEAT,0
9/5/2023,3:30,PCOM HEAT,0
9/5/2023,3:45,PCOM HEAT,0
9/5/2023,4:00,PCOM HEAT,0
9/5/2023,4:15,PCOM HEAT,0
9/5/2023,4:30,PCOM HEAT,0
9/5/2023,4:45,PCOM HEAT,0
9/5/2023,5:00,PCOM HEAT,0
9/5/2023,5:15,PCOM HEAT,0
9/5/2023,5:30,PCOM HEAT,0
9/5/2023,5:45,PCOM HEAT,0
9/5/2023,6:00,PCOM HEAT,0
9/5/2023,6:15,PCOM HEAT,0.4
9/5/2023,6:30,PCOM HEAT,4.4
9/5/2023,6:45,PCOM HEAT,14.9
9/5/2023,7:00,PCOM HEAT,40.4
9/5/2023,7:15,PCOM HEAT,39.5
9/5/2023,7:30,PCOM HEAT,41.3
9/5/2023,7:45,PCOM HEAT,41.8
9/5/2023,8:00,PCOM HEAT,106.3
9/5/2023,8:15,PCOM HEAT,107.9
9/5/2023,8:30,PCOM HEAT,122.6
9/5/2023,8:45,PCOM HEAT,124.8
9/5/2023,10:15,PCOM HEAT,370.1
9/5/2023,10:30,PCOM HEAT,421.9
9/5/2023,10:45,PCOM HEAT,345
9/5/2023,11:00,PCOM HEAT,291.8
9/5/2023,11:15,PCOM HEAT,216.7
9/5/2023,11:30,PCOM HEAT,73.9
9/5/2023,11:45,PCOM HEAT,217
9/5/2023,12:00,PCOM HEAT,337.8
9/5/2023,12:15,PCOM HEAT,357.5
9/5/2023,12:30,PCOM HEAT,341
9/5/2023,12:45,PCOM HEAT,358.9
9/5/2023,13:00,PCOM HEAT,307.1
9/5/2023,13:15,PCOM HEAT,336.8
9/5/2023,13:30,PCOM HEAT,317.5
9/5/2023,13:45,PCOM HEAT,274
9/5/2023,14:00,PCOM HEAT,152.3
9/5/2023,14:15,PCOM HEAT,130.8
9/5/2023,14:30,PCOM HEAT,134.9
9/5/2023,14:45,PCOM HEAT,123.7
9/5/2023,15:00,PCOM HEAT,94.9
9/5/2023,15:15,PCOM HEAT,87.6
9/5/2023,15:30,PCOM HEAT,75.7
9/5/2023,15:45,PCOM HEAT,57.6
9/5/2023,16:00,PCOM HEAT,65.9
9/5/2023,16:15,PCOM HEAT,50.3
9/5/2023,16:30,PCOM HEAT,45.4
9/5/2023,16:45,PCOM HEAT,63.9
9/5/2023,17:00,PCOM HEAT,63.8
9/5/2023,17:15,PCOM HEAT,66.1
9/5/2023,17:30,PCOM HEAT,63.2
9/5/2023,17:45,PCOM HEAT,35.1
9/5/2023,18:00,PCOM HEAT,24.9
9/5/2023,18:15,PCOM HEAT,17.1
9/5/2023,18:30,PCOM HEAT,5.5
9/5/2023,18:45,PCOM HEAT,2.1
9/5/2023,19:00,PCOM HEAT,0.4
9/5/2023,19:15,PCOM HEAT,0
9/5/2023,19:30,PCOM HEAT,0
9/5/2023,19:45,PCOM HEAT,0
9/5/2023,20:00,PCOM HEAT,0
9/5/2023,20:15,PCOM HEAT,0
9/5/2023,20:30,PCOM HEAT,0
9/5/2023,20:45,PCOM HEAT,0
9/5/2023,21:00,PCOM HEAT,0
9/5/2023,21:15,PCOM HEAT,0
9/5/2023,21:30,PCOM HEAT,0
9/5/2023,21:45,PCOM HEAT,0
9/5/2023,22:00,PCOM HEAT,0
9/5/2023,22:15,PCOM HEAT,0
9/5/2023,22:30,PCOM HEAT,0
9/5/2023,22:45,PCOM HEAT,0
9/5/2023,23:00,PCOM HEAT,0
9/5/2023,23:15,PCOM HEAT,0
9/5/2023,23:30,PCOM HEAT,0
9/5/2023,23:45,PCOM HEAT,0
9/6/2023,0:00,PCOM HEAT,0
9/6/2023,0:15,PCOM HEAT,0
9/6/2023,0:30,PCOM HEAT,0
9/6/2023,0:45,PCOM HEAT,0
9/6/2023,1:00,PCOM HEAT,0
9/6/2023,1:15,PCOM HEAT,0
9/6/2023,1:30,PCOM HEAT,0
9/6/2023,1:45,PCOM HEAT,0
9/6/2023,2:00,PCOM HEAT,0
9/6/2023,2:15,PCOM HEAT,0
9/6/2023,2:30,PCOM HEAT,0
9/6/2023,2:45,PCOM HEAT,0
9/6/2023,3:00,PCOM HEAT,0
9/6/2023,3:15,PCOM HEAT,0
9/6/2023,3:30,PCOM HEAT,0
9/6/2023,3:45,PCOM HEAT,0
9/6/2023,4:00,PCOM HEAT,0
9/6/2023,4:15,PCOM HEAT,0
9/6/2023,4:30,PCOM HEAT,0
9/6/2023,4:45,PCOM HEAT,0
9/6/2023,5:00,PCOM HEAT,0
9/6/2023,5:15,PCOM HEAT,0
9/6/2023,5:30,PCOM HEAT,0
9/6/2023,5:45,PCOM HEAT,0
9/6/2023,6:00,PCOM HEAT,0
9/6/2023,6:15,PCOM HEAT,0.4
9/6/2023,6:30,PCOM HEAT,1.7
9/6/2023,6:45,PCOM HEAT,6.6
9/6/2023,7:00,PCOM HEAT,19
9/6/2023,7:15,PCOM HEAT,34.8
9/6/2023,7:30,PCOM HEAT,59.6
9/6/2023,7:45,PCOM HEAT,59.8
9/6/2023,8:00,PCOM HEAT,81.6
9/6/2023,8:15,PCOM HEAT,157.9
9/6/2023,8:30,PCOM HEAT,263.5
9/6/2023,8:45,PCOM HEAT,358.5
9/6/2023,9:00,PCOM HEAT,399.9
9/6/2023,9:15,PCOM HEAT,63.9
9/6/2023,9:30,PCOM HEAT,78.3
9/6/2023,9:45,PCOM HEAT,67.3
9/6/2023,10:00,PCOM HEAT,93.6
9/6/2023,10:15,PCOM HEAT,250.6
9/6/2023,10:30,PCOM HEAT,696.8
9/6/2023,10:45,PCOM HEAT,445.9
9/6/2023,11:00,PCOM HEAT,282.9
9/6/2023,11:15,PCOM HEAT,166.9
9/6/2023,11:30,PCOM HEAT,120.2
9/6/2023,11:45,PCOM HEAT,76.9
9/6/2023,12:00,PCOM HEAT,84.9
9/6/2023,12:15,PCOM HEAT,88.8
9/6/2023,12:30,PCOM HEAT,201.4
9/6/2023,12:45,PCOM HEAT,224.2
9/6/2023,13:00,PCOM HEAT,215.4
9/6/2023,13:15,PCOM HEAT,175
9/6/2023,13:30,PCOM HEAT,306
9/6/2023,13:45,PCOM HEAT,161.2
9/6/2023,14:00,PCOM HEAT,160.3
9/6/2023,14:15,PCOM HEAT,116.2
9/6/2023,14:30,PCOM HEAT,84.1
9/6/2023,14:45,PCOM HEAT,82.9
9/6/2023,15:00,PCOM HEAT,99.6
9/6/2023,15:15,PCOM HEAT,98.2
9/6/2023,15:30,PCOM HEAT,64.9
9/6/2023,15:45,PCOM HEAT,61.1
9/6/2023,16:00,PCOM HEAT,45.7
9/6/2023,16:15,PCOM HEAT,37.4
9/6/2023,16:30,PCOM HEAT,32.8
9/6/2023,16:45,PCOM HEAT,36.7
9/6/2023,17:00,PCOM HEAT,28.4
9/6/2023,17:15,PCOM HEAT,27.6
9/6/2023,17:30,PCOM HEAT,25
9/6/2023,17:45,PCOM HEAT,23
9/6/2023,18:00,PCOM HEAT,18
9/6/2023,18:15,PCOM HEAT,8.8
9/6/2023,18:30,PCOM HEAT,5.8
9/6/2023,18:45,PCOM HEAT,3
9/6/2023,19:00,PCOM HEAT,0.6
9/6/2023,19:15,PCOM HEAT,0
9/6/2023,19:30,PCOM HEAT,0
9/6/2023,19:45,PCOM HEAT,0
9/6/2023,20:00,PCOM HEAT,0
9/6/2023,20:15,PCOM HEAT,0
9/6/2023,20:30,PCOM HEAT,0
9/6/2023,20:45,PCOM HEAT,0
9/6/2023,21:00,PCOM HEAT,0
9/6/2023,21:15,PCOM HEAT,0
9/6/2023,21:30,PCOM HEAT,0
9/6/2023,21:45,PCOM HEAT,0
9/6/2023,22:00,PCOM HEAT,0
9/6/2023,22:15,PCOM HEAT,0
9/6/2023,22:30,PCOM HEAT,0
9/6/2023,22:45,PCOM HEAT,0
9/6/2023,23:00,PCOM HEAT,0
9/6/2023,23:15,PCOM HEAT,0
9/6/2023,23:30,PCOM HEAT,0
9/6/2023,23:45,PCOM HEAT,0
9/7/2023,0:00,PCOM HEAT,0
9/7/2023,0:15,PCOM HEAT,0
9/7/2023,0:30,PCOM HEAT,0
9/7/2023,0:45,PCOM HEAT,0
9/7/2023,1:00,PCOM HEAT,0
9/7/2023,1:15,PCOM HEAT,0
9/7/2023,1:30,PCOM HEAT,0
9/7/2023,1:45,PCOM HEAT,0
9/7/2023,2:00,PCOM HEAT,0
9/7/2023,2:15,PCOM HEAT,0
9/7/2023,2:30,PCOM HEAT,0
9/7/2023,2:45,PCOM HEAT,0
9/7/2023,3:00,PCOM HEAT,0
9/7/2023,3:15,PCOM HEAT,0
9/7/2023,3:30,PCOM HEAT,0
9/7/2023,3:45,PCOM HEAT,0
9/7/2023,4:00,PCOM HEAT,0
9/7/2023,4:15,PCOM HEAT,0
9/7/2023,4:30,PCOM HEAT,0
9/7/2023,4:45,PCOM HEAT,0
9/7/2023,5:00,PCOM HEAT,0
9/7/2023,5:15,PCOM HEAT,0
9/7/2023,5:30,PCOM HEAT,0
9/7/2023,5:45,PCOM HEAT,0
9/7/2023,6:00,PCOM HEAT,0
9/7/2023,6:15,PCOM HEAT,0.3
9/7/2023,6:30,PCOM HEAT,3.3
9/7/2023,6:45,PCOM HEAT,9.5
9/7/2023,7:00,PCOM HEAT,21.8
9/7/2023,7:15,PCOM HEAT,40.4
9/7/2023,7:30,PCOM HEAT,34.7
9/7/2023,7:45,PCOM HEAT,89.6
9/7/2023,8:00,PCOM HEAT,45.7
9/7/2023,8:15,PCOM HEAT,203.9
9/7/2023,8:30,PCOM HEAT,223.2
9/7/2023,8:45,PCOM HEAT,336.1
9/7/2023,9:00,PCOM HEAT,586.1
9/7/2023,9:15,PCOM HEAT,445.5
9/7/2023,9:30,PCOM HEAT,339.3
9/7/2023,9:45,PCOM HEAT,355.7
9/7/2023,10:00,PCOM HEAT,215
9/7/2023,10:15,PCOM HEAT,194.1
9/7/2023,10:30,PCOM HEAT,474.8
9/7/2023,10:45,PCOM HEAT,231.8
9/7/2023,11:00,PCOM HEAT,103
9/7/2023,11:15,PCOM HEAT,142.1
9/7/2023,11:30,PCOM HEAT,117.7
9/7/2023,11:45,PCOM HEAT,154.6
9/7/2023,12:00,PCOM HEAT,188.3
9/7/2023,12:15,PCOM HEAT,196.6
9/7/2023,12:30,PCOM HEAT,311.7
9/7/2023,12:45,PCOM HEAT,258.7
9/7/2023,13:00,PCOM HEAT,281.4
9/7/2023,13:15,PCOM HEAT,292
9/7/2023,13:30,PCOM HEAT,309.2
9/7/2023,13:45,PCOM HEAT,319.4
9/7/2023,14:00,PCOM HEAT,221.8
9/7/2023,14:15,PCOM HEAT,79.6
9/7/2023,14:30,PCOM HEAT,84.2
9/7/2023,14:45,PCOM HEAT,134.9
9/7/2023,15:00,PCOM HEAT,203.6
9/7/2023,15:15,PCOM HEAT,219.9
9/7/2023,15:30,PCOM HEAT,72
9/7/2023,15:45,PCOM HEAT,32.8
9/7/2023,16:00,PCOM HEAT,29.2
9/7/2023,16:15,PCOM HEAT,41.2
9/7/2023,16:30,PCOM HEAT,38.5
9/7/2023,16:45,PCOM HEAT,48.9
9/7/2023,17:00,PCOM HEAT,39.2
9/7/2023,17:15,PCOM HEAT,33.2
9/7/2023,17:30,PCOM HEAT,31
9/7/2023,17:45,PCOM HEAT,13.9
9/7/2023,18:00,PCOM HEAT,13.1
9/7/2023,18:15,PCOM HEAT,10.1
9/7/2023,18:30,PCOM HEAT,6.2
9/7/2023,18:45,PCOM HEAT,3
9/7/2023,19:00,PCOM HEAT,0.4
9/7/2023,19:15,PCOM HEAT,0
9/7/2023,19:30,PCOM HEAT,0
9/7/2023,19:45,PCOM HEAT,0
9/7/2023,20:00,PCOM HEAT,0
9/7/2023,20:15,PCOM HEAT,0
9/7/2023,20:30,PCOM HEAT,0
9/7/2023,20:45,PCOM HEAT,0
9/7/2023,21:00,PCOM HEAT,0
9/7/2023,21:15,PCOM HEAT,0
9/7/2023,21:30,PCOM HEAT,0
9/7/2023,21:45,PCOM HEAT,0
9/7/2023,22:00,PCOM HEAT,0
9/7/2023,22:15,PCOM HEAT,0
9/7/2023,22:30,PCOM HEAT,0
9/7/2023,22:45,PCOM HEAT,0
9/7/2023,23:00,PCOM HEAT,0
9/7/2023,23:15,PCOM HEAT,0
9/7/2023,23:30,PCOM HEAT,0
9/7/2023,23:45,PCOM HEAT,0
9/8/2023,0:00,PCOM HEAT,0
9/8/2023,0:15,PCOM HEAT,0
9/8/2023,0:30,PCOM HEAT,0
9/8/2023,0:45,PCOM HEAT,0
9/8/2023,1:00,PCOM HEAT,0
9/8/2023,1:15,PCOM HEAT,0
9/8/2023,1:30,PCOM HEAT,0
9/8/2023,1:45,PCOM HEAT,0
9/8/2023,2:00,PCOM HEAT,0
9/8/2023,2:15,PCOM HEAT,0
9/8/2023,2:30,PCOM HEAT,0
9/8/2023,2:45,PCOM HEAT,0
9/8/2023,3:00,PCOM HEAT,0
9/8/2023,3:15,PCOM HEAT,0
9/8/2023,3:30,PCOM HEAT,0
9/8/2023,3:45,PCOM HEAT,0
9/8/2023,4:00,PCOM HEAT,0
9/8/2023,4:15,PCOM HEAT,0
9/8/2023,4:30,PCOM HEAT,0
9/8/2023,4:45,PCOM HEAT,0
9/8/2023,5:00,PCOM HEAT,0
9/8/2023,5:15,PCOM HEAT,0
9/8/2023,5:30,PCOM HEAT,0
9/8/2023,5:45,PCOM HEAT,0
9/8/2023,6:00,PCOM HEAT,0
9/8/2023,6:15,PCOM HEAT,0.3
9/8/2023,6:30,PCOM HEAT,3.3
9/8/2023,6:45,PCOM HEAT,10.1
9/8/2023,7:00,PCOM HEAT,21.3
9/8/2023,7:15,PCOM HEAT,52.7
9/8/2023,7:30,PCOM HEAT,59
9/8/2023,7:45,PCOM HEAT,52.2
9/8/2023,8:00,PCOM HEAT,69.8
9/8/2023,8:15,PCOM HEAT,98
9/8/2023,8:30,PCOM HEAT,170
9/8/2023,8:45,PCOM HEAT,224.9
9/8/2023,9:00,PCOM HEAT,443.7
9/8/2023,9:15,PCOM HEAT,177
9/8/2023,9:30,PCOM HEAT,242.8
9/8/2023,9:45,PCOM HEAT,312.8
9/8/2023,10:00,PCOM HEAT,221.8
9/8/2023,10:15,PCOM HEAT,325.5
9/8/2023,10:30,PCOM HEAT,745.3
9/8/2023,10:45,PCOM HEAT,366.4
9/8/2023,11:00,PCOM HEAT,180.7
9/8/2023,11:15,PCOM HEAT,326.6
9/8/2023,11:30,PCOM HEAT,187.3
9/8/2023,11:45,PCOM HEAT,297
9/8/2023,12:00,PCOM HEAT,373
9/8/2023,12:15,PCOM HEAT,364.3
9/8/2023,12:30,PCOM HEAT,168.4
9/8/2023,12:45,PCOM HEAT,173.1
9/8/2023,13:00,PCOM HEAT,128.3
9/8/2023,13:15,PCOM HEAT,99.9
9/8/2023,13:30,PCOM HEAT,269.6
9/8/2023,13:45,PCOM HEAT,106.7
9/8/2023,14:00,PCOM HEAT,90.3
9/8/2023,14:15,PCOM HEAT,121
9/8/2023,14:30,PCOM HEAT,66.8
9/8/2023,14:45,PCOM HEAT,73.1
9/8/2023,15:00,PCOM HEAT,139.6
9/8/2023,15:15,PCOM HEAT,157.3
9/8/2023,15:30,PCOM HEAT,67.8
9/8/2023,15:45,PCOM HEAT,74.7
9/8/2023,16:00,PCOM HEAT,65
9/8/2023,16:15,PCOM HEAT,39.9
9/8/2023,16:30,PCOM HEAT,19.8
9/8/2023,16:45,PCOM HEAT,23.5
9/8/2023,17:00,PCOM HEAT,20.6
9/8/2023,17:15,PCOM HEAT,24
9/8/2023,17:30,PCOM HEAT,24.1
9/8/2023,17:45,PCOM HEAT,21.2
9/8/2023,18:00,PCOM HEAT,15.3
9/8/2023,18:15,PCOM HEAT,13.3
9/8/2023,18:30,PCOM HEAT,8.4
9/8/2023,18:45,PCOM HEAT,2.5
9/8/2023,19:00,PCOM HEAT,0.3
9/8/2023,19:15,PCOM HEAT,0
9/8/2023,19:30,PCOM HEAT,0
9/8/2023,19:45,PCOM HEAT,0
9/8/2023,20:00,PCOM HEAT,0
9/8/2023,20:15,PCOM HEAT,0
9/8/2023,20:30,PCOM HEAT,0
9/8/2023,20:45,PCOM HEAT,0
9/8/2023,21:00,PCOM HEAT,0
9/8/2023,21:15,PCOM HEAT,0
9/8/2023,21:30,PCOM HEAT,0
9/8/2023,21:45,PCOM HEAT,0
9/8/2023,22:00,PCOM HEAT,0
9/8/2023,22:15,PCOM HEAT,0
9/8/2023,22:30,PCOM HEAT,0
9/8/2023,22:45,PCOM HEAT,0
9/8/2023,23:00,PCOM HEAT,0
9/8/2023,23:15,PCOM HEAT,0
9/8/2023,23:30,PCOM HEAT,0
9/8/2023,23:45,PCOM HEAT,0
9/9/2023,0:00,PCOM HEAT,0
9/9/2023,0:15,PCOM HEAT,0
9/9/2023,0:30,PCOM HEAT,0
9/9/2023,0:45,PCOM HEAT,0
9/9/2023,1:00,PCOM HEAT,0
9/9/2023,1:15,PCOM HEAT,0
9/9/2023,1:30,PCOM HEAT,0
9/9/2023,1:45,PCOM HEAT,0
9/9/2023,2:00,PCOM HEAT,0
9/9/2023,2:15,PCOM HEAT,0
9/9/2023,2:30,PCOM HEAT,0
9/9/2023,2:45,PCOM HEAT,0
9/9/2023,3:00,PCOM HEAT,0
9/9/2023,3:15,PCOM HEAT,0
9/9/2023,3:30,PCOM HEAT,0
9/9/2023,3:45,PCOM HEAT,0
9/9/2023,4:00,PCOM HEAT,0
9/9/2023,4:15,PCOM HEAT,0
9/9/2023,4:30,PCOM HEAT,0
9/9/2023,4:45,PCOM HEAT,0
9/9/2023,5:00,PCOM HEAT,0
9/9/2023,5:15,PCOM HEAT,0
9/9/2023,5:30,PCOM HEAT,0
9/9/2023,5:45,PCOM HEAT,0
9/9/2023,6:00,PCOM HEAT,0
9/9/2023,6:15,PCOM HEAT,0.2
9/9/2023,6:30,PCOM HEAT,2.8
9/9/2023,6:45,PCOM HEAT,15.2
9/9/2023,7:00,PCOM HEAT,31.5
9/9/2023,7:15,PCOM HEAT,42.2
9/9/2023,7:30,PCOM HEAT,29.2
9/9/2023,7:45,PCOM HEAT,37.5
9/9/2023,8:00,PCOM HEAT,137.5
9/9/2023,8:15,PCOM HEAT,222.3
9/9/2023,8:30,PCOM HEAT,230
9/9/2023,8:45,PCOM HEAT,311.5
9/9/2023,9:00,PCOM HEAT,525.7
9/9/2023,9:15,PCOM HEAT,561.8
9/9/2023,9:30,PCOM HEAT,424.9
9/9/2023,9:45,PCOM HEAT,172.5
9/9/2023,10:00,PCOM HEAT,224.4
9/9/2023,10:15,PCOM HEAT,373.3
9/9/2023,10:30,PCOM HEAT,377.7
9/9/2023,10:45,PCOM HEAT,348.2
9/9/2023,11:00,PCOM HEAT,106.2
9/9/2023,11:15,PCOM HEAT,183.2
9/9/2023,11:30,PCOM HEAT,286.4
9/9/2023,11:45,PCOM HEAT,181
9/9/2023,12:00,PCOM HEAT,198.5
9/9/2023,12:15,PCOM HEAT,204.5
9/9/2023,12:30,PCOM HEAT,205.4
9/9/2023,12:45,PCOM HEAT,155.2
9/9/2023,13:00,PCOM HEAT,166.4
9/9/2023,13:15,PCOM HEAT,179.8
9/9/2023,13:30,PCOM HEAT,178.2
9/9/2023,13:45,PCOM HEAT,158.6
9/9/2023,14:00,PCOM HEAT,129.1
9/9/2023,14:15,PCOM HEAT,147.2
9/9/2023,14:30,PCOM HEAT,134.1
9/9/2023,14:45,PCOM HEAT,77.9
9/9/2023,15:00,PCOM HEAT,125
9/9/2023,15:15,PCOM HEAT,56.8
9/9/2023,15:30,PCOM HEAT,48.1
9/9/2023,15:45,PCOM HEAT,83.4
9/9/2023,16:00,PCOM HEAT,64.7
9/9/2023,16:15,PCOM HEAT,75.1
9/9/2023,16:30,PCOM HEAT,70.2
9/9/2023,16:45,PCOM HEAT,58.7
9/9/2023,17:00,PCOM HEAT,60
9/9/2023,17:15,PCOM HEAT,57.6
9/9/2023,17:30,PCOM HEAT,35.6
9/9/2023,17:45,PCOM HEAT,30.7
9/9/2023,18:00,PCOM HEAT,15.5
9/9/2023,18:15,PCOM HEAT,14.4
9/9/2023,18:30,PCOM HEAT,8.4
9/9/2023,18:45,PCOM HEAT,2.3
9/9/2023,19:00,PCOM HEAT,0.3
9/9/2023,19:15,PCOM HEAT,0
9/9/2023,19:30,PCOM HEAT,0
9/9/2023,19:45,PCOM HEAT,0
9/9/2023,20:00,PCOM HEAT,0
9/9/2023,20:15,PCOM HEAT,0
9/9/2023,20:30,PCOM HEAT,0
9/9/2023,20:45,PCOM HEAT,0
9/9/2023,21:00,PCOM HEAT,0
9/9/2023,21:15,PCOM HEAT,0
9/9/2023,21:30,PCOM HEAT,0
9/9/2023,21:45,PCOM HEAT,0
9/9/2023,22:00,PCOM HEAT,0
9/9/2023,22:15,PCOM HEAT,0
9/9/2023,22:30,PCOM HEAT,0
9/9/2023,22:45,PCOM HEAT,0
9/9/2023,23:00,PCOM HEAT,0
9/9/2023,23:15,PCOM HEAT,0
9/9/2023,23:30,PCOM HEAT,0
9/9/2023,23:45,PCOM HEAT,0
9/10/2023,0:00,PCOM HEAT,0
9/10/2023,0:15,PCOM HEAT,0
9/10/2023,0:30,PCOM HEAT,0
9/10/2023,0:45,PCOM HEAT,0
9/10/2023,1:00,PCOM HEAT,0
9/10/2023,1:15,PCOM HEAT,0
9/10/2023,1:30,PCOM HEAT,0
9/10/2023,1:45,PCOM HEAT,0
9/10/2023,2:00,PCOM HEAT,0
9/10/2023,2:15,PCOM HEAT,0
9/10/2023,2:30,PCOM HEAT,0
9/10/2023,2:45,PCOM HEAT,0
9/10/2023,3:00,PCOM HEAT,0
9/10/2023,3:15,PCOM HEAT,0
9/10/2023,3:30,PCOM HEAT,0
9/10/2023,3:45,PCOM HEAT,0
9/10/2023,4:00,PCOM HEAT,0
9/10/2023,4:15,PCOM HEAT,0
9/10/2023,4:30,PCOM HEAT,0
9/10/2023,4:45,PCOM HEAT,0
9/10/2023,5:00,PCOM HEAT,0
9/10/2023,5:15,PCOM HEAT,0
9/10/2023,5:30,PCOM HEAT,0
9/10/2023,5:45,PCOM HEAT,0
9/10/2023,6:00,PCOM HEAT,0
9/10/2023,6:15,PCOM HEAT,0.2
9/10/2023,6:30,PCOM HEAT,1.7
9/10/2023,6:45,PCOM HEAT,13.2
9/10/2023,7:00,PCOM HEAT,37.2
9/10/2023,7:15,PCOM HEAT,61.1
9/10/2023,7:30,PCOM HEAT,64.8
9/10/2023,7:45,PCOM HEAT,59.4
9/10/2023,8:00,PCOM HEAT,103.6
9/10/2023,8:15,PCOM HEAT,73.8
9/10/2023,8:30,PCOM HEAT,135.9
9/10/2023,8:45,PCOM HEAT,145.2
9/10/2023,9:00,PCOM HEAT,373.3
9/10/2023,9:15,PCOM HEAT,299
9/10/2023,9:30,PCOM HEAT,243.7
9/10/2023,9:45,PCOM HEAT,114.4
9/10/2023,10:00,PCOM HEAT,244.9
9/10/2023,10:15,PCOM HEAT,440
9/10/2023,10:30,PCOM HEAT,610.7
9/10/2023,10:45,PCOM HEAT,580.4
9/10/2023,11:00,PCOM HEAT,127
9/10/2023,11:15,PCOM HEAT,317
9/10/2023,11:30,PCOM HEAT,250.7
9/10/2023,11:45,PCOM HEAT,254.4
9/10/2023,12:00,PCOM HEAT,315
9/10/2023,12:15,PCOM HEAT,330.5
9/10/2023,12:30,PCOM HEAT,357.5
9/10/2023,12:45,PCOM HEAT,337.8
9/10/2023,13:00,PCOM HEAT,294.5
9/10/2023,13:15,PCOM HEAT,330.6
9/10/2023,13:30,PCOM HEAT,326.5
9/10/2023,13:45,PCOM HEAT,217.8
9/10/2023,14:00,PCOM HEAT,104
9/10/2023,14:15,PCOM HEAT,114.3
9/10/2023,14:30,PCOM HEAT,89.7
9/10/2023,14:45,PCOM HEAT,112.2
9/10/2023,15:00,PCOM HEAT,99.8
9/10/2023,15:15,PCOM HEAT,76.2
9/10/2023,15:30,PCOM HEAT,41.4
9/10/2023,15:45,PCOM HEAT,46.4
9/10/2023,16:00,PCOM HEAT,52.5
9/10/2023,16:15,PCOM HEAT,42.7
9/10/2023,16:30,PCOM HEAT,27.7
9/10/2023,16:45,PCOM HEAT,26.9
9/10/2023,17:00,PCOM HEAT,31.2
9/10/2023,17:15,PCOM HEAT,27.8
9/10/2023,17:30,PCOM HEAT,20.5
9/10/2023,17:45,PCOM HEAT,17
9/10/2023,18:00,PCOM HEAT,14.5
9/10/2023,18:15,PCOM HEAT,10.7
9/10/2023,18:30,PCOM HEAT,6
9/10/2023,18:45,PCOM HEAT,2
9/10/2023,19:00,PCOM HEAT,0.2
9/10/2023,19:15,PCOM HEAT,0
9/10/2023,19:30,PCOM HEAT,0
9/10/2023,19:45,PCOM HEAT,0
9/10/2023,20:00,PCOM HEAT,0
9/10/2023,20:15,PCOM HEAT,0
9/10/2023,20:30,PCOM HEAT,0
9/10/2023,20:45,PCOM HEAT,0
9/10/2023,21:00,PCOM HEAT,0
9/10/2023,21:15,PCOM HEAT,0
9/10/2023,21:30,PCOM HEAT,0
9/10/2023,21:45,PCOM HEAT,0
9/10/2023,22:00,PCOM HEAT,0
9/10/2023,22:15,PCOM HEAT,0
9/10/2023,22:30,PCOM HEAT,0
9/10/2023,22:45,PCOM HEAT,0
9/10/2023,23:00,PCOM HEAT,0
9/10/2023,23:15,PCOM HEAT,0
9/10/2023,23:30,PCOM HEAT,0
9/10/2023,23:45,PCOM HEAT,0
9/11/2023,0:00,PCOM HEAT,0
9/11/2023,0:15,PCOM HEAT,0
9/11/2023,0:30,PCOM HEAT,0
9/11/2023,0:45,PCOM HEAT,0
9/11/2023,1:00,PCOM HEAT,0
9/11/2023,1:15,PCOM HEAT,0
9/11/2023,1:30,PCOM HEAT,0
9/11/2023,1:45,PCOM HEAT,0
9/11/2023,2:00,PCOM HEAT,0
9/11/2023,2:15,PCOM HEAT,0
9/11/2023,2:30,PCOM HEAT,0
9/11/2023,2:45,PCOM HEAT,0
9/11/2023,3:00,PCOM HEAT,0
9/11/2023,3:15,PCOM HEAT,0
9/11/2023,3:30,PCOM HEAT,0
9/11/2023,3:45,PCOM HEAT,0
9/11/2023,4:00,PCOM HEAT,0
9/11/2023,4:15,PCOM HEAT,0
9/11/2023,4:30,PCOM HEAT,0
9/11/2023,4:45,PCOM HEAT,0
9/11/2023,5:00,PCOM HEAT,0
9/11/2023,5:15,PCOM HEAT,0
9/11/2023,5:30,PCOM HEAT,0
9/11/2023,5:45,PCOM HEAT,0
9/11/2023,6:00,PCOM HEAT,0
